pokedex_number,name_en,name_ko,generation,status,category,is_paldean,is_hisuian,is_galarian,is_alolan,is_mega,is_gigantamax,has_forms,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2,shape,pokedex_color,image_path
771,pyukumuku,해무기,7,일반,해삼포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,0.3,1.2,2,내용물분출,,천진,410,55,60,130,30,130,5,3,1,수중 1,,뱀형,검정,
772,type-null,타입:널,7,준전설,인공포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.9,120.5,1,전투무장,,,534,95,95,95,95,95,59,1,1,알미발견,,사족형,회색,
773,silvally,실버디,7,준전설,인공포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,노말,,2.3,100.5,1,AR시스템,,,570,95,95,95,95,95,95,1,1,알미발견,,사족형,회색,
774,minior-meteor,메테노,7,일반,유성포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,바위,비행,0.3,40,1,리밋실드,,,440,60,60,100,60,100,60,4,1,광물,,머리형,갈색,
774,minior-red-core,메테노(코어의모습),7,일반,유성포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,바위,비행,0.3,0.3,1,리밋실드,,,500,60,100,60,100,60,120,4,1,광물,,머리형,빨강,
775,komala,자말라,7,일반,꿈결포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.4,19.9,1,절대안깸,,,480,65,115,65,75,95,65,1,1,육상,,인간형,파랑,
776,turtonator,폭거북스,7,일반,폭발거북포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,드래곤,2,212,1,조가비갑옷,,,485,60,78,135,91,85,36,2,2,괴수,드래곤,이족꼬리형,빨강,
777,togedemaru,토게데마루,7,일반,동글동글포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,전기,강철,0.3,3.3,3,철가시,피뢰침,옹골참,435,65,98,63,40,73,96,2,2,육상,요정,이족꼬리형,회색,
778,mimikyu,따라큐,7,일반,탈포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,고스트,페어리,0.2,0.7,1,탈,,,476,55,90,80,50,105,96,2,1,부정형,,뱀형,노랑,
779,bruxish,치갈기,7,일반,이갈기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,에스퍼,0.9,19,3,비비드바디,옹골찬턱,미라클스킨,475,68,105,70,70,70,92,2,1,수중 2,,물고기형,담홍,
780,drampa,할비롱,7,일반,느긋누긋포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,드래곤,3,185,3,발끈,초식,날씨부정,485,78,60,85,135,91,36,2,2,괴수,드래곤,뱀형,하양,
780,drampa-mega,메가할비롱,7,일반,느긋누긋포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,노말,드래곤,3,240.5,3,발끈,초식,,585,78,85,110,160,116,36,2,2,괴수,드래곤,뱀형,검정,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078002.png
781,dhelmise,타타륜,7,일반,해초조각포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,고스트,풀,3.9,210,1,강철술사,,,517,70,131,100,86,90,40,2,1,광물,,기둥형,초록,
782,jangmo-o,짜랑꼬,7,일반,비늘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,드래곤,,0.6,29.7,3,방탄,방음,방진,300,45,55,65,45,45,45,1,1,드래곤,,사족형,회색,
783,hakamo-o,짜랑고우,7,일반,비늘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,드래곤,격투,1.2,47,3,방탄,방음,방진,420,55,75,90,65,70,65,1,1,드래곤,,이족꼬리형,회색,
784,kommo-o,짜랑고우거,7,일반,비늘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,드래곤,격투,1.6,78.2,3,방탄,방음,방진,600,75,110,125,100,105,85,1,1,드래곤,,이족꼬리형,회색,
785,tapu-koko,카푸꼬꼬꼭,7,준전설,토속신포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,전기,페어리,1.8,20.5,2,일렉트릭메이커,,텔레파시,570,70,115,85,95,75,130,1,1,알미발견,,팔형,노랑,
786,tapu-lele,카푸나비나,7,준전설,토속신포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,페어리,1.2,18.6,2,사이코메이커,,텔레파시,570,70,85,75,130,115,95,1,1,알미발견,,팔형,담홍,
787,tapu-bulu,카푸브루루,7,준전설,토속신포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,페어리,1.9,45.5,2,그래스메이커,,텔레파시,570,70,130,115,85,95,75,1,1,알미발견,,팔형,빨강,
788,tapu-fini,카푸느지느,7,준전설,토속신포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,페어리,1.3,21.2,2,미스트메이커,,텔레파시,570,70,75,115,95,130,85,1,1,알미발견,,팔형,보라,
789,cosmog,코스모그,7,전설,성운포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.2,0.1,1,천진,,,200,43,29,31,29,31,37,1,1,알미발견,,머리형,파랑,
790,cosmoem,코스모움,7,전설,원시성포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.1,999.9,1,옹골참,,,400,43,29,131,29,131,37,1,1,알미발견,,머리형,파랑,
791,solgaleo,솔가레오,7,전설,일륜포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,강철,3.4,230,1,메탈프로텍트,,,680,137,137,107,113,89,97,1,1,알미발견,,사족형,하양,
792,lunala,루나아라,7,전설,월륜포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,고스트,4,120,1,스펙터가드,,,680,137,113,89,137,107,97,1,1,알미발견,,단익형,보라,
793,nihilego,텅비드,7,일반,기생포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,독,1.2,55.5,1,비스트부스트,,,570,109,53,47,127,131,103,1,1,알미발견,,다족형,하양,
794,buzzwole,매시붕,7,일반,팽창포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,격투,2.4,333.6,1,비스트부스트,,,570,107,139,139,53,53,79,1,1,알미발견,,다족형,빨강,
795,pheromosa,페로코체,7,일반,염미포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,격투,1.8,25,1,비스트부스트,,,570,71,137,37,137,37,151,1,1,알미발견,,인간형,하양,
796,xurkitree,전수목,7,일반,전기장식포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,3.8,100,1,비스트부스트,,,570,83,89,71,173,71,83,1,1,알미발견,,이족꼬리형,검정,
797,celesteela,철화구야,7,일반,쏴올리기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,강철,비행,9.2,999.9,1,비스트부스트,,,570,97,101,103,107,101,61,1,1,알미발견,,인간형,초록,
798,kartana,종이신도,7,일반,발도포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,강철,0.3,0.1,1,비스트부스트,,,570,59,181,131,59,31,109,1,1,알미발견,,인간형,하양,
799,guzzlord,악식킹,7,일반,악식성포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,드래곤,5.5,888,1,비스트부스트,,,570,223,101,53,97,53,43,1,1,알미발견,,이족꼬리형,검정,
800,necrozma,네크로즈마,7,전설,프리즘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,에스퍼,,2.4,230,1,프리즘아머,,,600,97,107,101,127,89,79,1,1,알미발견,,팔형,검정,
800,necrozma-dusk-mane,네크로즈마(황혼의갈기),7,전설,프리즘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,에스퍼,강철,3.8,460,1,프리즘아머,,,680,97,157,127,113,109,77,1,1,알미발견,,사족형,노랑,
800,necrozma-dawn-wings,네크로즈마(새벽의날개),7,전설,프리즘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,에스퍼,고스트,4.2,350,1,프리즘아머,,,680,97,113,109,157,127,77,1,1,알미발견,,단익형,파랑,
800,necrozma-ultra,울트라네크로즈마,7,전설,프리즘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,에스퍼,드래곤,7.5,230,1,브레인포스,,,754,97,167,97,167,97,129,1,1,알미발견,,다익형,노랑,
801,magearna,마기아나,7,환상,인조포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,강철,페어리,1,80.5,1,소울하트,,,600,80,95,115,130,115,65,1,1,알미발견,,인간형,회색,
801,magearna-mega,메가마기아나,7,환상,인조포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,강철,페어리,1.3,248.1,1,소울하트,,,700,80,125,115,170,115,95,1,1,알미발견,,인간형,빨강,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080102.png
802,marshadow,마샤도,7,환상,그림자살이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,격투,고스트,0.7,22.2,1,테크니션,,,600,90,125,80,90,90,125,1,1,알미발견,,인간형,회색,
803,poipole,베베놈,7,일반,독침포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,독,,0.6,1.8,1,비스트부스트,,,420,67,73,67,73,67,73,1,1,알미발견,,이족꼬리형,보라,
804,naganadel,아고용,7,일반,독침포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,독,드래곤,3.6,150,1,비스트부스트,,,540,73,73,73,127,73,121,1,1,알미발견,,단익형,보라,
805,stakataka,차곡차곡,7,일반,돌담포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,강철,5.5,820,1,비스트부스트,,,570,61,131,211,53,101,13,1,1,알미발견,,사족형,회색,
806,blacephalon,두파팡,7,일반,불꽃놀이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,고스트,1.8,13,1,비스트부스트,,,570,53,127,53,151,79,107,1,1,알미발견,,인간형,하양,
807,zeraora,제라오라,7,환상,신뢰포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,1.5,44.5,1,축전,,,600,88,112,75,102,80,143,1,1,알미발견,,인간형,노랑,
807,zeraora-mega,메가제라오라,7,환상,신뢰포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,전기,,1.5,44.5,1,축전,,,700,88,157,75,147,80,153,1,1,알미발견,,인간형,검정,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080702.png
808,meltan,멜탄,7,환상,너트포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,강철,,0.2,8,1,자력,,,300,46,65,65,55,35,34,1,1,알미발견,,머리형,회색,
809,melmetal,멜메탈,7,환상,너트포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,강철,,2.5,800,1,철주먹,,,600,135,143,143,80,65,34,1,1,알미발견,,인간형,회색,
810,grookey,흥나숭,8,일반,꼬마원숭이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.3,5,2,심록,,그래스메이커,310,50,65,50,40,40,65,4,2,육상,식물,이족꼬리형,초록,
811,thwackey,채키몽,8,일반,비트포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.7,14,2,심록,,그래스메이커,420,70,85,70,55,60,80,4,2,육상,식물,이족꼬리형,초록,
812,rillaboom,고릴타,8,일반,드러머포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,풀,,2.1,90,2,심록,,그래스메이커,530,100,125,90,60,70,85,4,2,육상,식물,인간형,초록,
813,scorbunny,염버니,8,일반,토끼포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,0.3,4.5,2,맹화,,리베로,310,50,71,40,40,40,69,4,2,육상,인간형,이족꼬리형,하양,
814,raboot,래비풋,8,일반,토끼포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,0.6,9,2,맹화,,리베로,420,65,86,60,55,60,94,4,2,육상,인간형,이족꼬리형,회색,
815,cinderace,에이스번,8,일반,스트라이커포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,불꽃,,1.4,33,2,맹화,,리베로,530,80,116,75,65,75,119,4,2,육상,인간형,이족꼬리형,하양,
816,sobble,울머기,8,일반,물도마뱀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,0.3,4,2,급류,,스나이퍼,310,50,40,40,70,40,70,4,2,수중 1,육상,사족형,파랑,
817,drizzile,누겔레온,8,일반,물도마뱀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,0.7,11.5,2,급류,,스나이퍼,420,65,60,55,95,55,90,4,2,수중 1,육상,이족꼬리형,파랑,
818,inteleon,인텔리레온,8,일반,에이전트포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,물,,1.9,45.2,2,급류,,스나이퍼,530,70,85,65,125,65,120,4,2,수중 1,육상,이족꼬리형,파랑,
819,skwovet,탐리스,8,일반,볼가득포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.3,2.5,2,볼주머니,,먹보,275,70,55,55,35,35,25,2,1,육상,,이족꼬리형,갈색,
820,greedent,요씽리스,8,일반,욕심쟁이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.6,6,2,볼주머니,,먹보,460,120,95,95,55,75,20,2,1,육상,,이족꼬리형,갈색,
821,rookidee,파라꼬,8,일반,아기새포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,비행,,0.2,1.8,3,날카로운눈,긴장감,부풀린가슴,245,38,47,35,33,35,57,4,1,비행,,단익형,파랑,
822,corvisquire,파크로우,8,일반,까마귀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,비행,,0.8,16,3,날카로운눈,긴장감,부풀린가슴,365,68,67,55,43,55,77,4,1,비행,,단익형,파랑,
823,corviknight,아머까오,8,일반,까마귀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,비행,강철,2.2,75,3,프레셔,긴장감,미러아머,495,98,87,105,53,85,67,4,1,비행,,단익형,보라,
824,blipbug,두루지벌레,8,일반,유충포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.4,8,3,벌레의알림,복안,텔레파시,180,25,20,20,25,45,45,2,1,벌레,,곤충형,파랑,
825,dottler,레돔벌레,8,일반,레이돔포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,에스퍼,0.4,19.5,3,벌레의알림,복안,텔레파시,335,50,35,80,50,90,30,2,1,벌레,,곤충형,노랑,
826,orbeetle,이올브,8,일반,칠성포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,벌레,에스퍼,0.4,40.8,3,벌레의알림,통찰,텔레파시,505,60,45,110,80,120,90,2,1,벌레,,단익형,빨강,
827,nickit,훔처우,8,일반,여우포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,악,,0.6,8.9,3,도주,곡예,잠복,245,40,28,28,47,52,50,3,1,육상,,사족형,갈색,
828,thievul,폭슬라이,8,일반,여우포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,악,,1.2,19.9,3,도주,곡예,잠복,455,70,58,58,87,92,90,3,1,육상,,사족형,갈색,
829,gossifleur,꼬모카,8,일반,꽃장식포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.4,2.2,3,솜털,재생력,포자,250,40,40,60,40,60,10,2,1,식물,,기둥형,초록,
830,eldegoss,백솜모카,8,일반,솜장식포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,0.5,2.5,3,솜털,재생력,포자,460,60,50,90,80,120,60,2,1,식물,,기둥형,초록,
831,wooloo,우르,8,일반,양포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.6,6,3,복슬복슬,도주,방탄,270,42,40,55,40,45,48,2,1,육상,,사족형,하양,
832,dubwool,배우르,8,일반,양포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.3,43,3,복슬복슬,불굴의마음,방탄,490,72,80,100,60,90,88,2,1,육상,,사족형,하양,
833,chewtle,깨물부기,8,일반,물고늘어지기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,0.3,8.5,3,옹골찬턱,조가비갑옷,쓱쓱,284,50,64,50,38,38,44,2,2,괴수,수중 1,사족형,초록,
834,drednaw,갈가부기,8,일반,물어뜯기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,물,바위,1,115.5,3,옹골찬턱,조가비갑옷,쓱쓱,485,90,115,90,48,68,74,2,2,괴수,수중 1,사족형,초록,
835,yamper,멍파치,8,일반,강아지포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,0.3,13.5,2,볼줍기,,주눅,270,59,45,50,40,50,26,3,1,육상,,사족형,노랑,
836,boltund,펄스멍,8,일반,개포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,1,34,2,옹골찬턱,,승기,490,69,90,60,90,60,121,3,1,육상,,사족형,노랑,
837,rolycoly,탄동,8,일반,석탄포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,바위,,0.3,12,3,증기기관,내열,타오르는불꽃,240,30,40,50,40,50,30,4,1,광물,,머리형,검정,
838,carkol,탄차곤,8,일반,석탄포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,불꽃,1.1,78,3,증기기관,불꽃몸,타오르는불꽃,410,80,60,90,60,70,50,4,1,광물,,다리형,검정,
839,coalossal,석탄산,8,일반,석탄포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,바위,불꽃,2.8,310.5,3,증기기관,불꽃몸,타오르는불꽃,510,110,80,120,80,90,30,4,1,광물,,인간형,검정,
840,applin,과사삭벌레,8,일반,사과살이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,드래곤,0.2,0.5,3,숙성,먹보,방탄,260,40,40,80,40,40,20,5,2,식물,드래곤,뱀형,초록,
841,flapple,애프룡,8,일반,사과날개포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,풀,드래곤,0.3,1,3,숙성,먹보,의욕,485,70,110,80,95,60,70,5,2,식물,드래곤,단익형,초록,
842,appletun,단지래플,8,일반,사과즙포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,풀,드래곤,0.4,13,3,숙성,먹보,두꺼운지방,485,110,85,80,100,80,30,5,2,식물,드래곤,사족형,초록,
843,silicobra,모래뱀,8,일반,모래뱀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,땅,,2.2,7.6,3,모래뿜기,탈피,모래숨기,315,52,57,75,35,50,46,2,2,육상,드래곤,뱀형,초록,
844,sandaconda,사다이사,8,일반,모래뱀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,땅,,3.8,65.5,3,모래뿜기,탈피,모래숨기,510,72,107,125,65,70,71,2,2,육상,드래곤,뱀형,초록,
845,cramorant,윽우지,8,일반,그대로삼키기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,비행,물,0.8,18,1,그대로꿀꺽미사일,,,475,70,85,55,85,95,85,2,2,수중 1,비행,단익형,파랑,
846,arrokuda,찌로꼬치,8,일반,돌격포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,0.5,1,2,쓱쓱,,스크루지느러미,280,41,63,40,40,30,66,1,1,수중 2,,물고기형,갈색,
847,barraskewda,꼬치조,8,일반,꼬치포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,1.3,30,2,쓱쓱,,스크루지느러미,490,61,123,60,60,50,136,1,1,수중 2,,물고기형,갈색,
848,toxel,일레즌,8,일반,젖먹이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,전기,독,0.4,11,3,주눅,정전기,서투름,242,40,38,35,54,35,40,4,1,알미발견,,이족꼬리형,보라,
849,toxtricity-amped,스트린더(하이한모습),8,일반,펑크포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,전기,독,1.6,40,3,펑크록,플러스,테크니션,502,75,98,70,114,70,75,4,1,인간형,,이족꼬리형,보라,
849,toxtricity-low-key,스트린더(로우한모습),8,일반,펑크포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,전기,독,1.6,40,3,펑크록,마이너스,테크니션,502,75,98,70,114,70,75,4,1,인간형,,이족꼬리형,보라,
850,sizzlipede,태우지네,8,일반,발열포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,불꽃,벌레,0.7,1,3,타오르는불꽃,하얀연기,불꽃몸,305,50,65,45,50,50,45,2,1,벌레,,다족형,빨강,
851,centiskorch,다태우지네,8,일반,발열포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,불꽃,벌레,3,120,3,타오르는불꽃,하얀연기,불꽃몸,525,100,115,65,90,90,65,2,1,벌레,,다족형,빨강,
852,clobbopus,때때무노,8,일반,떼쟁이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,0.6,4,2,유연,,테크니션,310,50,68,60,50,50,32,4,2,수중 1,인간형,다족형,갈색,
853,grapploct,케오퍼스,8,일반,유술포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,1.6,39,2,유연,,테크니션,480,80,118,90,70,80,42,4,2,수중 1,인간형,다족형,파랑,
854,sinistea,데인차,8,일반,홍차포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,고스트,,0.1,0.2,2,깨어진갑옷,,저주받은바디,308,40,45,45,74,54,50,2,2,광물,부정형,머리형,보라,
855,polteageist,포트데스,8,일반,홍차포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,고스트,,0.2,0.4,2,깨어진갑옷,,저주받은바디,508,60,65,65,134,114,70,2,2,광물,부정형,머리형,보라,
856,hatenna,몸지브림,8,일반,차분포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.4,3.4,3,치유의마음,위험예지,매직미러,265,42,30,45,56,53,39,1,1,요정,,다리형,담홍,
857,hattrem,손지브림,8,일반,정숙포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.6,4.8,3,치유의마음,위험예지,매직미러,370,57,40,65,86,73,49,1,1,요정,,인간형,담홍,
858,hatterene,브리무음,8,일반,정적포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,에스퍼,페어리,2.1,5.1,3,치유의마음,위험예지,매직미러,510,57,90,95,136,103,29,1,1,요정,,기둥형,담홍,
859,impidimp,메롱꿍,8,일반,꾀부리기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,페어리,0.4,5.5,3,짓궂은마음,통찰,나쁜손버릇,265,45,45,30,55,40,50,2,2,요정,인간형,인간형,담홍,
860,morgrem,쏘겨모,8,일반,성악포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,페어리,0.8,12.5,3,짓궂은마음,통찰,나쁜손버릇,370,65,60,45,75,55,70,2,2,요정,인간형,인간형,담홍,
861,grimmsnarl,오롱털,8,일반,벌크업포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,악,페어리,1.5,61,3,짓궂은마음,통찰,나쁜손버릇,510,95,120,65,95,75,60,2,2,요정,인간형,인간형,보라,
862,obstagoon,가로막구리,8,일반,정지포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,노말,1.6,46,3,이판사판,근성,오기,520,93,90,101,60,81,95,2,1,육상,,이족꼬리형,회색,
863,perrserker,나이킹,8,일반,바이킹포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,강철,,0.8,28,3,전투무장,단단한발톱,강철정신,440,70,110,100,50,60,50,2,1,육상,,이족꼬리형,갈색,
864,cursola,산호르곤,8,일반,산호포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,고스트,,1,0.4,2,깨어진갑옷,,멸망의바디,510,60,95,50,145,130,30,3,2,수중 1,수중 3,팔형,하양,
865,sirfetchd,창파나이트,8,일반,청둥오리포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,0.8,117,2,불굴의마음,,배짱,507,62,135,95,68,82,65,2,2,비행,육상,단익형,하양,
866,mr-rime,마임꽁꽁,8,일반,코미디언포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,얼음,에스퍼,1.5,58.2,3,갈지자걸음,배리어프리,아이스바디,520,80,85,75,110,100,70,2,1,인간형,,인간형,보라,
867,runerigus,데스판,8,일반,원념포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,고스트,1.6,66.6,1,떠도는영혼,,,483,58,95,145,50,105,30,2,2,광물,부정형,기둥형,회색,
868,milcery,마빌크,8,일반,크림포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,페어리,,0.2,0.3,2,스위트베일,,아로마베일,270,45,40,40,50,61,34,2,2,요정,부정형,머리형,하양,
869,alcremie,마휘핑,8,일반,크림포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,페어리,,0.3,0.5,2,스위트베일,,아로마베일,495,65,60,75,110,121,64,2,2,요정,부정형,기둥형,하양,
870,falinks,대여르,8,일반,진형포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,3,62,2,전투무장,,오기,470,65,100,100,70,60,75,2,2,요정,광물,군집형,노랑,
870,falinks-mega,메가대여르,8,일반,진형포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,격투,,1.6,99,2,전투무장,,,570,65,135,135,70,65,100,2,2,요정,광물,군집형,노랑,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/087002.png
